Schaffhauserinnen und Schaffhauser	19
SozialarbeiterInnen	19
Spandauerinnen und Spandauer	19
#ZastrowIn	19
AsylwerberInnen	19
Pfadfinderinnen und Pfadfinder	19
#Call-In	19
Köchinnen und Köche	19
Autor:innen	19
Fahrer und Fahrerinnen	19
Helden und Heldinnen	19
Lehrer*innen	18
Wissenschaftler und Wissenschaftlerinnen	18
Stadträtinnen und Stadträte	18
Forscher und Forscherinnen	18
Sozialdemokratinnen und Sozialdemokraten	18
Mitarbeiter/-innen	18
Zuschauer und Zuschauerinnen	18
Berliner und Berlinerinnen	18
Wissenschafterinnen und Wissenschafter	18
Direktorinnen und Direktoren	18
SozialhilfeempfängerInnen	18
Mieter*innen	18
Täterinnen und Täter	18
Bewerber und Bewerberinnen	18
#Euro.In	18
AnwältInnen	18
Österreicher:innen	18
Leser:innen	18
Lenkerinnen und Lenker	18
PartnerInnen	17
MedizinerInnen	17
RadfahrerInnen	17
MitstreiterInnen	17
Fahrerinnen und Fahrern	17
Minister und Ministerinnen	17
Promovierende	17
Teilzeitkuenstler/In	17
Zuhörerinnen und Zuhörern	17
PfadfinderInnen	17
Anwohner:innen	17
Arbeitnehmer und Arbeitnehmerinnen	17
Kritiker:innen	17
MinisterInnen	17
Forscher*innen	17
Moderatorinnen und Moderatoren	17
Schweizer und Schweizerinnen	17
Besitzerinnen und Besitzer	17
#Grad.In	17
Zwangsarbeiterinnen und Zwangsarbeiter	17
Forscher:innen	17
Aktionärinnen und Aktionären	17
Aktivisten und Aktivistinnen	17
Ukrainerinnen und Ukrainern	17
Baslerinnen und Basler	16
#LogMeIn	16
Spieler*innen	16
Österreicher und Österreicherinnen	16
Gärtnerinnen und Gärtner	16
Besucher/innen	16
Soldat*innen	16
AntifaschistInnen	16
ImmigrantInnen	16
PalästinenserInnen	16
EU-BürgerInnen	16
Beamt*innen	16
KlientInnen	16
Akteur*innen	16
Nachbar*innen	16
Spieler:innen	16
PflegerInnen	16
#Sit-In	16
Konsumierende	16
EntwicklerInnen	16
Frankfurterinnen und Frankfurter	16
SportlerInnen	16
BetreuerInnen	16
GewinnerInnen	16
Verkehrsteilnehmerinnen und Verkehrsteilnehmer	16
Anwohner*innen	16
Arbeiterinnen und Arbeitern	16
BäuerInnen	16
Anrainerinnen und Anrainer	15
#mit.In	15
Lehrer/innen	15
Organisator*innen	15
#Line-In	15
Lehrer:innen	15
AkademikerInnen	15
Architektinnen und Architekten	15
Solistinnen und Solisten	15
Praktikantinnen und Praktikanten	15
Schützinnen und Schützen	15
Raucherinnen und Raucher	15
#Add-In	15
Spenderinnen und Spendern	15
Polizist:innen	15
FahrerInnen	15
Beamt:innen	15
Türkinnen und Türken	15
-Bürgerinnen und -Bürger	15
Unterstützer:innen	15
Konsumenten und Konsumentinnen	15
Migranten und Migrantinnen	15
Könige und Königinnen	15
Urlauberinnen und Urlauber	15
Japanerinnen und Japaner	15
Abonnent:innen	15
Intendantinnen und Intendanten	15
Anhängerinnen und Anhänger	15
Unternehmer:innen	15
Ukrainer:innen	15
Unterstützer*innen	15
Partnerinnen und Partner	14
Erzieher und Erzieherinnen	14
Akteurinnen und Akteure	14
Drop-In	14
VerkäuferInnen	14
Demonstrant:innen	14
Anwenderinnen und Anwender	14
#an.In	14
Anwärterinnen und Anwärter	14
Künstlern und Künstlerinnen	14
Praktikant/in	14
Regisseurinnen und Regisseure	14
Genossen und Genossinnen	14
Händlerinnen und Händler	14
#Lock-In	14
SchweizerInnen	14
Leiterinnen und Leiter	14
Pfarrerinnen und Pfarrern	14
SchÃ¼lerinnen und SchÃ¼ler	14
Sozialistinnen und Sozialisten	14
SozialistInnen	14
Genoss*innen	14
MitschülerInnen	14
Richter und Richterinnen	14
ZeugInnen	14
SoldatInnen	14
InvestorInnen	14
Musiker:innen	14
Rentner:innen	14
Historikerinnen und Historiker	13
Autofahrerinnen und Autofahrern	13
Polizeibeamtinnen und Polizeibeamten	13
SprecherInnen	13
Athlet:innen	13
Juniorinnen und Junioren	13
Imkerinnen und Imker	13
Iranerinnen und Iraner	13
Landwirt:innen	13
Gesellinnen und Gesellen	13
Akteur:innen	13
Abendblatt:In	13
Passantinnen und Passanten	13
Migrant:innen	13
Senatoren und Senatorinnen	13
Sparerinnen und Sparer	13
SchriftstellerInnen	13
BefürworterInnen	13
Unterstützerinnen und Unterstützern	13
HörerInnen	13
Kellnerinnen und Kellner	13
Hörerinnen und Hörern	13
Pflegerinnen und Pflegern	13
Vertreter und Vertreterinnen	13
Anhängerinnen und Anhängern	13
Pastorinnen und Pastoren	13
Helfer*innen	13
Chinesinnen und Chinesen	13
Anwältinnen und Anwälte	13
Journalisten und Journalistinnen	13
UmweltschützerInnen	13
Sportler:innen	12
Minister:innen	12
AnlegerInnen	12
Mieter:innen	12
RednerInnen	12
Einwohner*innen	12
Arbeitnehmer/innen	12
Ukrainer*innen	12
Arbeitnehmer/-innen	12
TouristInnen	12
Leser/innen	12
Musiker*innen	12
Pensionistinnen und Pensionisten	12
TäterInnen	12
Rentner und Rentnerinnen	12
Kritiker*innen	12
Partnerinnen und Partnern	12
JungdemokratInnen	12
LandwirtInnen	12
Afrikanerinnen und Afrikaner	12
Wirtinnen und Wirte	12
DordowskyIn	12
BürgermeisterInnen	12
Dozierende	12
Berliner*innen	12
US-AmerikanerInnen	12
Sammlerinnen und Sammler	12
Autofahrer:innen	12
Entwicklerinnen und Entwickler	12
AbonnentInnen	12
Mitstreiterinnen und Mitstreiter	12
RussInnen	12
Stimmbürgerinnen und Stimmbürgern	12
BetreiberInnen	12
Allwissende	12
Arbeiter und Arbeiterinnen	12
PreisträgerInnen	12
Interessentinnen und Interessenten	12
Beamten und Beamtinnen	12
#Prozent.In	12
MexikanerInnen	12
User*innen	12
Hausärztinnen und Hausärzte	12
Katholikinnen und Katholiken	12
Rekrutinnen und Rekruten	12
PsychologInnen	12
Trade-In	12
Malerinnen und Maler	12
Leipzigerinnen und Leipziger	12
Freunden und Freundinnen	11
Verbraucher und Verbraucherinnen	11
Lehrern und Lehrerinnen	11
Hernerinnen und Herner	11
MacherInnen	11
SpenderInnen	11
Sängern und Sängerinnen	11
PassantInnen	11
Händler:innen	11
InformatikerInnen	11
Täter*innen	11
AtomkraftgegnerInnen	11
HeldInnen	11
RadlerInnen	11
Musliminnen und Muslimen	11
Bäckerinnen und Bäcker	11
Mitfahrende	11
Eigentümer:innen	11
Jones)--In	11
Wahlmänner und Wahlfrauen	11
Anhänger*innen	11
Konfirmandinnen und Konfirmanden	11
Starterinnen und Starter	11
AntragstellerInnen	11
taz-LeserInnen	11
VermieterInnen	11
Patinnen und Paten	11
Inderinnen und Inder	11
Spezialistinnen und Spezialisten	11
SexarbeiterInnen	11
Vertreter/innen	11
Tourist:innen	11
Just-In	11
WissenschafterInnen	11
BeobachterInnen	11
Ehemann und Ehefrau	11
#haben.In	11
Walk-In	11
Bürgermeisterinnen und Bürgermeistern	11
PensionistInnen	11
Redakteurinnen und Redakteuren	11
Einwohner und Einwohnerinnen	11
KriegsdienstgegnerInnen	11
Praktikant/-in	11
BerlinIn	11
Arbeitgeber:innen	10
Turnerinnen und Turnern	10
TänzerInnen	10
PendlerInnen	10
AusstellerInnen	10
Schauspieler:innen	10
Fahrer/in	10
LeiharbeiterInnen	10
VietnamesInnen	10
Musikern und Musikerinnen	10
Protagonist*innen	10
Syrerinnen und Syrer	10
Italienerinnen und Italiener	10
StaatsbürgerInnen	10
BundesrätInnen	10
Betreiberinnen und Betreiber	10
Anwohner und Anwohnerinnen	10
Fußgängerinnen und Fußgänger	10
Sänger/innen	10
Grazerinnen und Grazer	10
Turner und Turnerinnen	10
StudienanfängerInnen	10
-Kundinnen und -Kunden	10
Arbeitgeberinnen und Arbeitgeber	10
Richterinnen und Richtern	10
ZwangsarbeiterInnen	10
VogtIn	10
Winzerinnen und Winzer	10
Investor:innen	10
BeraterInnen	10
BesitzerInnen	10
Staatsanwältinnen und Staatsanwälte	10
InitiatorInnen	10
Arbeitgeber*innen	10
Übungsleiterinnen und Übungsleiter	10
Königinnen und Könige	10
Gymnasiastinnen und Gymnasiasten	10
Arbeiter:innen	10
FeministInnen	10
Pfarrer und Pfarrerinnen	10
UnterzeichnerInnen	10
Trägerinnen und Träger	10
Nachbarinnen und Nachbarn	10
FilmemacherInnen	10
-Kolleginnen und -Kollegen	10
Beobachtende	10
Kämpferinnen und Kämpfer	10
Filmemacher*innen	10
Bail-In	10
Velofahrerinnen und Velofahrer	10
Palästinenser:innen	10
Wähler/innen	10
Professoren und Professorinnen	10
-Mitarbeiterinnen und -Mitarbeiter	10
Ingenieurinnen und Ingenieure	10
Doktorandinnen und Doktoranden	10
ProfessorInnen	10
Klägerinnen und Kläger	10
RaucherInnen	9
UrlauberInnen	9
Mitschülerinnen und Mitschülern	9
JapanerInnen	9
Stipendiatinnen und Stipendiaten	9
Demokratinnen und Demokraten	9
Reiter und Reiterinnen	9
SozialstadträtInnen	9
Anrufende	9
Komponistinnen und Komponisten	9
Zivilistinnen und Zivilisten	9
Richter:innen	9
Befürworterinnen und Befürworter	9
Bewerber*innen	9
KursteilnehmerInnen	9
Mentorinnen und Mentoren	9
Spanierinnen und Spanier	9
Fussgängerinnen und Fussgänger	9
Junioren und Juniorinnen	9
Beraterinnen und Beratern	9
Brandenburgerinnen und Brandenburger	9
Unterzeichnerinnen und Unterzeichner	9
EuropäerInnen	9
#aus.In	9
#ab.In	9
AnfängerInnen	9
Gründerinnen und Gründern	9
AmerikanerInnen	9
Sanitäterinnen und Sanitäter	9
Macherinnen und Macher	9
Athlet*innen	9
Ärzten und Ärztinnen	9
Freund:innen	9
Pfleger und Pflegerinnen	9
SyrerInnen	9
Lübeckerinnen und Lübecker	9
Hamburger:innen	9
Designerinnen und Designer	9
Russen und Russinnen	9
Sozialdemokrat*innen	9
Fahrer:innen	9
Abiturienten und Abiturientinnen	9
MarxistInnen	9
Dichterinnen und Dichter	9
Veranstalter*innen	9
AkteurInnen	9
Richter*innen	9
-Schülerinnen und -Schüler	9
VerkehrsteilnehmerInnen	9
Schüler/-innen	9
Remscheiderinnen und Remscheider	9
ProduzentInnen	9
Bundesrätinnen und Bundesräte	9
Senior*innen	9
Münsteranerinnen und Münsteraner	9
Botschafterinnen und Botschafter	9
Helfer:innen	9
Sportlern und Sportlerinnen	9
BezieherInnen	9
NachbarInnen	9
Partner*in	9
Friseurinnen und Friseure	9
Verursacher/in	9
Skifahrerinnen und Skifahrer	9
DüsseldorfIn	8
-Leserinnen und -Lesern	8
Nationalrätinnen und Nationalräte	8
Anlegerinnen und Anlegern	8
Partner/in	8
-Nutzerinnen und -Nutzer	8
Medienmacher*innen	8
PolitikerIn	8
Betreuerinnen und Betreuern	8
Stadträtinnen und Stadträten	8
Schwerinerinnen und Schweriner	8
Läufer/innen	8
#unklar.In	8
#ein.In	8
#fest.In	8
Gewinner*innen	8
Kantonsrätinnen und Kantonsräte	8
Akademikerinnen und Akademiker	8
Trainerinnen und Trainern	8
Helfern und Helferinnen	8
EigentümerInnen	8
Gewinnerinnen und Gewinnern	8
#wurde.In	8
Oberösterreicherinnen und Oberösterreicher	8
Pianistinnen und Pianisten	8
Fotografen und Fotografinnen	8
Akteurinnen und Akteuren	8
BesucherIn	8
Urnerinnen und Urner	8
Täter und Täterinnen	8
Österreicher/innen	8
Redakteure und Redakteurinnen	8
BurgenländerInnen	8
Gegner*innen	8
SchulleiterInnen	8
AnrainerInnen	8
PraktikantInnen	8
Soldat:innen	8
LeserIn	8
Antifaschist*innen	8
Münchnerinnen und Münchnern	8
BenutzerInnen	8
Teilnehmer/-innen	8
03:00In	8
HausbewohnerInnen	8
HändlerInnen	8
ZeitgenossInnen	8
Bewerber/innen	8
GegendemonstrantInnen	8
Schwimmer und Schwimmerinnen	8
Griechinnen und Griechen	8
Bezieherinnen und Bezieher	8
SpitzenkandidatInnen	8
Bikerinnen und Biker	8
AKW-GegnerInnen	8
BetrachterInnen	8
Anhänger und Anhängerinnen	8
MuslimInnen	8
Polinnen und Polen	8
Thüringerinnen und Thüringer	8
Beobachter*innen	8
DozentInnen	8
JuristInnen	8
TürkInnen	8
ReferentInnen	8
Langläuferinnen und Langläufer	8
Ökonominnen und Ökonomen	8
DesignerInnen	8
Jones)In	8
Pilgerinnen und Pilger	8
Kommunistinnen und Kommunisten	8
HAZ-Redakteur/in	8
Dienstleistende	8
Mitarbeiter/in	8
KlägerInnen	8
Bundesbürgerinnen und Bundesbürger	8
Gastronominnen und Gastronomen	8
VerfasserInnen	8
Pendlerinnen und Pendlern	8
Käuferinnen und Käufern	8
Astronautinnen und Astronauten	8
Protagonistinnen und Protagonisten	8
Antragstellerinnen und Antragsteller	7
Täter:innen	7
Köche und Köchinnen	7
Leser/in	7
Deco-In	7
#war.In	7
Medizinerinnen und Medizinern	7
Eisenbahnerinnen und Eisenbahner	7
Tourist*innen	7
Preisträgerinnen und Preisträgern	7
Darsteller*innen	7
Sozialarbeiterinnen und Sozialarbeiter	7
#vor.In	7
LäuferInnen	7
Fußballerinnen und Fußballer	7
Spielern und Spielerinnen	7
ZivilistInnen	7
Kommilitoninnen und Kommilitonen	7
Kanzler/in	7
Musiker/innen	7
Köchinnen und Köchen	7
BeIn	7
Radfahrerinnen und Radfahrern	7
JüdInnen	7
Genossenschafterinnen und Genossenschafter	7
#gebracht.In	7
#Bed-In	7
PartnerIn	7
#âIn	7
Benutzerinnen und Benutzer	7
Dichter und Dichterinnen	7
Ausstellerinnen und Aussteller	7
RegierungschefInnen	7
#geben.In	7
Kandidatinnen oder Kandidaten	7
Lokführerinnen und Lokführer	7
Zürcherinnen und Zürchern	7
Faschist*innen	7
Partner*innen	7
Beamte und Beamtinnen	7
Rheinland-Pfälzerinnen und Rheinland-Pfälzer	7
Handwerkerinnen und Handwerker	7
#PlugIn	7
RollstuhlfahrerInnen	7
Influencer*innen	7
Anruferinnen und Anrufer	7
Spieler/innen	7
Produzentinnen und Produzenten	7
Unterzeichnende	7
Linked-In	7
KäuferInnen	7
Wahlfrauen und Wahlmänner	7
Besetzerinnen und Besetzer	7
Betreiberinnen und Betreibern	7
Sexarbeiterinnen und Sexarbeiter	7
Journalist:in	7
Meisterinnen und Meister	7
Mitstreiterinnen und Mitstreitern	7
Zwangsarbeiterinnen und Zwangsarbeitern	7
Beobachter:innen	7
Briefwählerinnen und Briefwähler	7
MitarbeiterIn	7
Fahrer*innen	7
Reiterinnen und Reitern	7
Übersetzerinnen und Übersetzer	7
Kubanerinnen und Kubaner	7
Berliner:innen	7
Managerinnen und Manager	7
Augsburgerinnen und Augsburger	7
VolksvertreterInnen	7
Anwält*innen	7
Unternehmer*innen	7
KomponistInnen	7
TeilnehmerIn	7
Grenzgängerinnen und Grenzgänger	7
Macher*innen	7
PreyIn	7
Landwirt*innen	7
Organisator:innen	7
Senior:innen	7
Bundesbürger:innen	7
Pflegefachfrauen und Pflegefachmänner	7
Feminist*innen	7
Zeug:innen	7
Reporterinnen und Reporter	7
Inhaberinnen und Inhaber	7
Verkäuferinnen und Verkäufern	7
Hörer:innen	7
Salzburger:innen	7
Parlamentarierinnen und Parlamentariern	7
Luzernerinnen und Luzerner	7
ChristdemokratInnen	7
Zivilist:innen	7
Historikerinnen und Historikern	7
ÖkonomInnen	7
Abnehmende	7
Kollegen/innen	7
KämpferInnen	7
Schüler/Innen	7
MieterIn	6
Korrespondentinnen und Korrespondenten	6
Trainer und Trainerinnen	6
TierschützerInnen	6
SchwedInnen	6
AthletInnen	6
Mitspielerinnen und Mitspieler	6
Werferinnen und Werfer	6
BürgerrechtlerInnen	6
Jurorinnen und Juroren	6
Ausbildende	6
Schülerinnen oder Schüler	6
Finalistinnen und Finalisten	6
Verkäufer und Verkäuferinnen	6
